source file,source file size (B),encryption algorithm,compression algorithm,order,encryption time (ms),compression time (ms),encrypted and compressed file size (B),decompression time (ms),decryption time (ms),intermediate write time(ms),intermediate read time(ms),final write time(ms),first intermediate size (after first operation) (B),initial characterization - mean,initial characterization - std,initial characterization - max,initial characterization - total keys,after encryption characterization - mean,after encryption characterization - std,after encryption characterization - max,after encryption characterization - total keys,repetition #
enwik8_10mb.txt,10239975,Fernet,lzma,Compression First,21.000385284423828,5135.788440704346,3682252,166.20969772338867,24.014711380004883,1.9845962524414062,6.014585494995117,4.016876220703125,2761653,1.776506461368497,6.578013166088031,1635,720513,N/A,N/A,N/A,N/A,8
enwik8_10mb.txt,10239975,NaCl,lzma,Compression First,6.9122314453125,5261.963844299316,2761660,171.43774032592773,8.998632431030273,2.0749568939208984,6.941556930541992,3.999948501586914,2761653,1.776506461368497,6.578013166088031,1635,720513,N/A,N/A,N/A,N/A,8
enwik8_10mb.txt,10239975,AES,lzma,Compression First,88.94062042236328,5130.505561828613,2761636,208.5423469543457,82.53884315490723,2.950429916381836,8.276224136352539,4.164934158325195,2761653,1.776506461368497,6.578013166088031,1635,720513,N/A,N/A,N/A,N/A,8
enwik8_10mb.txt,10239975,NoEnc,NoZip,Encryption First,0.0,0.0,10239975,0.9996891021728516,0.0,3.999948501586914,82.0002555847168,3.000020980834961,10240008,1.776506461368497,6.578013166088031,1635,720513,1.776506461368497,6.578013166088031,1635,720513,8
enwik8_10mb.txt,10239975,NoEnc,bzip,Encryption First,0.0,744.9319362640381,2955289,288.12217712402344,1.180410385131836,1.992940902709961,7.011890411376953,4.011869430541992,10240008,1.776506461368497,6.578013166088031,1635,720513,1.776506461368497,6.578013166088031,1635,720513,8
enwik8_10mb.txt,10239975,NoEnc,gzip,Encryption First,0.0,896.3699340820312,3743387,82.39459991455078,0.9877681732177734,3.013134002685547,11.22140884399414,5.996942520141602,10240008,1.776506461368497,6.578013166088031,1635,720513,1.776506461368497,6.578013166088031,1635,720513,8
enwik8_10mb.txt,10239975,NoEnc,zip,Encryption First,0.0,503.4017562866211,3752501,41.98932647705078,1.0101795196533203,3.0057430267333984,14.008522033691406,3.000497817993164,10240008,1.776506461368497,6.578013166088031,1635,720513,1.776506461368497,6.578013166088031,1635,720513,8
enwik8_10mb.txt,10239975,NoEnc,lzma,Encryption First,0.0,5464.728116989136,2761620,239.73608016967773,0.9918212890625,1.920461654663086,6.061553955078125,5.978107452392578,10240008,1.776506461368497,6.578013166088031,1635,720513,1.776506461368497,6.578013166088031,1635,720513,8
enwik8_10mb.txt,10239975,Fernet,NoZip,Encryption First,86.48920059204102,0.0,13653388,0.0,77.01992988586426,5.077600479125977,14.918327331542969,5.0067901611328125,13653421,1.776506461368497,6.578013166088031,1635,720513,1.0,0.0,1,1706673,8
enwik8_10mb.txt,10239975,Fernet,bzip,Encryption First,80.9929370880127,1213.8886451721191,10312701,933.8655471801758,55.93466758728027,4.000186920166016,8.001565933227539,4.016637802124023,13653421,1.776506461368497,6.578013166088031,1635,720513,1.0,0.0,1,1706673,8
