source file,source file size (B),encryption algorithm,compression algorithm,order,encryption time (ms),compression time (ms),encrypted and compressed file size (B),decompression time (ms),decryption time (ms),intermediate write time(ms),intermediate read time(ms),final write time(ms),first intermediate size (after first operation) (B),initial characterization - mean,initial characterization - std,initial characterization - max,initial characterization - total keys,after encryption characterization - mean,after encryption characterization - std,after encryption characterization - max,after encryption characterization - total keys,repetition #,total time EXCL. read + write times (ms),total time INCL. read and write times,compression ratio,estimated network time @ 1Mbps (ms),estimated network time @ 5Mbps (ms),estimated network time @ 10Mbps (ms)
mobileeye_ego_lane_center-data.csv,85,NoEnc,noZip,Compression First,0.0,0.9996891021728516,85,0.0,0.0,1.3263225555419922,1.2464523315429688,1.9936561584472656,118,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,0.9996891021728516,5.566120147705078,1.0,0.68,0.136,0.068
mobileeye_ego_lane_center-data.csv,85,Fernet,noZip,Compression First,5.8040618896484375,0.0,204,0.0,10.003328323364258,1.0001659393310547,7.664203643798828,1.0004043579101562,118,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,15.807390213012695,25.472164154052734,2.4,1.632,0.32639999999999997,0.16319999999999998
mobileeye_ego_lane_center-data.csv,85,NaCl,noZip,Compression First,1.977682113647461,0.0,125,0.0,10.996818542480469,1.0013580322265625,14.002561569213867,1.0030269622802734,118,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,12.97450065612793,28.981447219848633,1.4705882352941178,1.0,0.2,0.1
mobileeye_ego_lane_center-data.csv,85,AES,noZip,Compression First,10.687828063964844,0.0,101,0.0,9.979724884033203,0.9944438934326172,12.033462524414062,1.1754035949707031,118,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,20.667552947998047,34.87086296081543,1.188235294117647,0.808,0.1616,0.0808
mobileeye_ego_lane_center-data.csv,85,NoEnc,bzip,Compression First,0.0,1.0237693786621094,103,1.0058879852294922,0.0,0.99945068359375,8.998394012451172,0.9977817535400391,136,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,2.0296573638916016,13.025283813476562,1.2117647058823529,0.824,0.1648,0.0824
mobileeye_ego_lane_center-data.csv,85,Fernet,bzip,Compression First,2.6786327362060547,0.0,228,0.0,8.002758026123047,0.0,12.99738883972168,0.9989738464355469,136,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,10.681390762329102,24.677753448486328,2.6823529411764704,1.824,0.3648,0.1824
mobileeye_ego_lane_center-data.csv,85,NaCl,bzip,Compression First,0.9965896606445312,1.0001659393310547,143,0.0,10.461091995239258,1.0037422180175781,12.790203094482422,1.51824951171875,136,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,12.457847595214844,27.770042419433594,1.6823529411764706,1.144,0.2288,0.1144
mobileeye_ego_lane_center-data.csv,85,AES,bzip,Compression First,1.3706684112548828,0.8161067962646484,119,0.0,9.980916976928711,4.287004470825195,9.243488311767578,2.0110607147216797,136,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,12.167692184448242,27.709245681762695,1.4,0.952,0.1904,0.0952
mobileeye_ego_lane_center-data.csv,85,NoEnc,gzip,Compression First,0.0,0.9987354278564453,76,0.23651123046875,0.0,1.001119613647461,8.997440338134766,1.064300537109375,109,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,1.2352466583251953,12.298107147216797,0.8941176470588236,0.608,0.1216,0.0608
mobileeye_ego_lane_center-data.csv,85,Fernet,gzip,Compression First,2.0804405212402344,0.9224414825439453,184,0.0,10.37740707397461,0.0,11.381864547729492,1.676321029663086,109,1.0,0.0,1,10,N/A,N/A,N/A,N/A,0,13.380289077758789,26.438474655151367,2.164705882352941,1.472,0.2944,0.1472
