filesize,test id,average,std,samples
564,Compression FirstNoZipNoEnc,0.0,0.0,100
564,Compression FirstNoZipFernet,4.741756916046143,1.5070829090759092,100
564,Compression FirstNoZipNaCl,4.014532566070557,1.5662966095366715,100
564,Compression FirstNoZipAES,4.087831974029541,1.479360411538046,100
564,Compression FirstbzipNoEnc,0.29810667037963867,0.5196923467934055,100
564,Compression FirstbzipFernet,4.346935749053955,1.4505411696554065,100
564,Compression FirstbzipNaCl,4.016866683959961,1.5592809435478585,100
564,Compression FirstbzipAES,4.02395486831665,1.3955427015522048,100
564,Compression FirstgzipNoEnc,0.1394057273864746,0.34734114530465904,100
564,Compression FirstgzipFernet,4.5346856117248535,1.5218902764830118,100
564,Compression FirstgzipNaCl,3.626382350921631,1.3959661891318578,100
564,Compression FirstgzipAES,3.7886905670166016,1.4437708517785324,100
564,Compression FirstzipNoEnc,0.35006284713745117,0.558642216442274,100
564,Compression FirstzipFernet,4.626255035400391,1.4197996856640123,100
564,Compression FirstzipNaCl,3.9861392974853516,1.1933048953934884,100
564,Compression FirstzipAES,4.132571220397949,1.5628377439867038,100
564,Compression FirstlzmaNoEnc,3.5077714920043945,0.9214217057223327,100
564,Compression FirstlzmaFernet,7.954301834106445,2.062411737017268,100
564,Compression FirstlzmaNaCl,7.4919867515563965,1.8693598432364975,100
564,Compression FirstlzmaAES,7.69967794418335,2.118160797491286,100
564,Encryption FirstNoZipNoEnc,0.030083656311035156,0.17192574969679286,100
564,Encryption FirstbzipNoEnc,0.2584218978881836,0.48251554214639664,100
564,Encryption FirstgzipNoEnc,0.11971712112426758,0.3555193188776696,100
564,Encryption FirstzipNoEnc,0.507042407989502,0.6223353262769971,100
564,Encryption FirstlzmaNoEnc,3.6905980110168457,1.1601903069845254,100
564,Encryption FirstNoZipFernet,4.3009257316589355,1.2544348822955,100
564,Encryption FirstbzipFernet,4.505221843719482,1.3905159088971515,100
564,Encryption FirstgzipFernet,4.3743085861206055,1.400701968340444,100
564,Encryption FirstzipFernet,4.584858417510986,1.5704972183242452,100
564,Encryption FirstlzmaFernet,8.397977352142334,2.050864259145789,100
564,Encryption FirstNoZipNaCl,3.9865589141845703,1.5300758101025154,100
564,Encryption FirstbzipNaCl,4.4152140617370605,1.61797401690918,100
564,Encryption FirstgzipNaCl,4.088585376739502,1.3811091044981476,100
564,Encryption FirstzipNaCl,4.358327388763428,1.6085557382869153,100
564,Encryption FirstlzmaNaCl,7.610635757446289,2.1168606201427846,100
564,Encryption FirstNoZipAES,3.8153886795043945,1.158058025640302,100
564,Encryption FirstbzipAES,4.511144161224365,1.404415271420986,100
564,Encryption FirstgzipAES,3.9734649658203125,1.2155079010597178,100
564,Encryption FirstzipAES,4.646883010864258,1.567851220096454,100
564,Encryption FirstlzmaAES,7.807364463806152,2.3131987212352803,100
