filesize,test id,average,std,samples
174,Compression FirstNoZipNoEnc,0.06423234939575195,0.23975567919610277,100
174,Compression FirstNoZipFernet,4.4207048416137695,1.524871354288386,100
174,Compression FirstNoZipNaCl,3.9787983894348145,1.5157602040133304,100
174,Compression FirstNoZipAES,4.143073558807373,1.886726280055051,100
174,Compression FirstbzipNoEnc,0.2102494239807129,0.4579941959729324,100
174,Compression FirstbzipFernet,4.548187255859375,1.5861397178303716,100
174,Compression FirstbzipNaCl,4.293961524963379,1.5590447246351344,100
174,Compression FirstbzipAES,4.451313018798828,2.2860403078367506,100
174,Compression FirstgzipNoEnc,0.09923696517944336,0.29928209291837,100
174,Compression FirstgzipFernet,4.610705375671387,1.7479284405572424,100
174,Compression FirstgzipNaCl,4.060850143432617,1.4310979986636896,100
174,Compression FirstgzipAES,4.052696228027344,1.8615435700953489,100
174,Compression FirstzipNoEnc,0.45870065689086914,0.568582060176563,100
174,Compression FirstzipFernet,4.78154182434082,1.5344870293867963,100
174,Compression FirstzipNaCl,4.481115341186523,2.0164237714621223,100
174,Compression FirstzipAES,4.168796539306641,1.4033371402030477,100
174,Compression FirstlzmaNoEnc,3.4112167358398438,0.8853846617191881,100
174,Compression FirstlzmaFernet,7.941532135009766,2.008174913444744,100
174,Compression FirstlzmaNaCl,7.452037334442139,1.9943675645197918,100
174,Compression FirstlzmaAES,7.403378486633301,1.7920434607973355,100
174,Encryption FirstNoZipNoEnc,0.019745826721191406,0.1389282936340732,100
174,Encryption FirstbzipNoEnc,0.22040367126464844,0.4628481700253351,100
174,Encryption FirstgzipNoEnc,0.18009185791015625,0.3836746123149217,100
174,Encryption FirstzipNoEnc,0.48012495040893555,0.6516423830032646,100
174,Encryption FirstlzmaNoEnc,3.5368728637695312,1.2209819194206413,100
174,Encryption FirstNoZipFernet,4.445023536682129,1.3259849783995963,100
174,Encryption FirstbzipFernet,4.514303207397461,1.6753170026964175,100
174,Encryption FirstgzipFernet,4.138703346252441,1.300040591147633,100
174,Encryption FirstzipFernet,4.656777381896973,1.7262578455582924,100
174,Encryption FirstlzmaFernet,8.180623054504395,2.097532995771642,100
174,Encryption FirstNoZipNaCl,4.007232189178467,1.5182134796824835,100
174,Encryption FirstbzipNaCl,4.085321426391602,1.451281673122876,100
174,Encryption FirstgzipNaCl,3.6681294441223145,1.199172837497756,100
174,Encryption FirstzipNaCl,4.2630815505981445,1.3537848996509254,100
174,Encryption FirstlzmaNaCl,7.381021976470947,1.7698169670146418,100
174,Encryption FirstNoZipAES,4.6727705001831055,5.981409276291836,100
174,Encryption FirstbzipAES,3.89925479888916,1.3777644307588353,100
174,Encryption FirstgzipAES,4.058272838592529,3.855629356044754,100
174,Encryption FirstzipAES,4.196441173553467,1.4702432576819962,100
174,Encryption FirstlzmaAES,7.328834533691406,1.8265000902155213,100
