filesize,test id,average,std,samples
5052,Compression FirstNoZipNoEnc,0.026803016662597656,0.15529182462610688,100
5052,Compression FirstNoZipFernet,4.568004608154297,1.3956251908431578,100
5052,Compression FirstNoZipNaCl,3.793814182281494,1.130014509927204,100
5052,Compression FirstNoZipAES,4.145255088806152,1.3705725588682827,100
5052,Compression FirstbzipNoEnc,0.738530158996582,0.6738446354325289,100
5052,Compression FirstbzipFernet,5.015125274658203,1.4926889237400973,100
5052,Compression FirstbzipNaCl,4.164011478424072,1.2159136349181772,100
5052,Compression FirstbzipAES,4.178636074066162,1.1672664786273106,100
5052,Compression FirstgzipNoEnc,0.2756690979003906,0.44457693232945716,100
5052,Compression FirstgzipFernet,4.720137119293213,1.3815093376866932,100
5052,Compression FirstgzipNaCl,4.230175018310547,1.3597742785235272,100
5052,Compression FirstgzipAES,4.002516269683838,1.1901927257583953,100
5052,Compression FirstzipNoEnc,0.5470061302185059,0.6389038837163086,100
5052,Compression FirstzipFernet,4.8754191398620605,1.3560249516389211,100
5052,Compression FirstzipNaCl,4.466061592102051,1.3367765287189812,100
5052,Compression FirstzipAES,4.399218559265137,1.3184388117134624,100
5052,Compression FirstlzmaNoEnc,4.56263542175293,1.354917969283819,100
5052,Compression FirstlzmaFernet,8.643758296966553,2.134988132913517,100
5052,Compression FirstlzmaNaCl,8.437798023223877,2.457459268286427,100
5052,Compression FirstlzmaAES,8.447229862213135,1.982897316494944,100
5052,Encryption FirstNoZipNoEnc,0.03991365432739258,0.19652307893442558,100
5052,Encryption FirstbzipNoEnc,0.580286979675293,0.5863463175273799,100
5052,Encryption FirstgzipNoEnc,0.2700233459472656,0.5112180440686641,100
5052,Encryption FirstzipNoEnc,0.43059587478637695,0.6082478822413248,100
5052,Encryption FirstlzmaNoEnc,4.245960712432861,1.2400940306704367,100
5052,Encryption FirstNoZipFernet,4.89593505859375,1.8471164790446004,100
5052,Encryption FirstbzipFernet,5.778238773345947,1.731652160385769,100
5052,Encryption FirstgzipFernet,4.929227828979492,1.6045177977996112,100
5052,Encryption FirstzipFernet,5.120136737823486,1.799866476903671,100
5052,Encryption FirstlzmaFernet,10.243308544158936,2.372269602925934,100
5052,Encryption FirstNoZipNaCl,3.954792022705078,1.275703370480668,100
5052,Encryption FirstbzipNaCl,5.599567890167236,1.4526734281804938,100
5052,Encryption FirstgzipNaCl,4.135696887969971,1.6376901991314519,100
5052,Encryption FirstzipNaCl,4.522261619567871,1.5209840464766489,100
5052,Encryption FirstlzmaNaCl,11.521666049957275,29.947722585297207,100
5052,Encryption FirstNoZipAES,4.270896911621094,1.3225372854615158,100
5052,Encryption FirstbzipAES,5.729074478149414,1.4509829352876218,100
5052,Encryption FirstgzipAES,4.29905891418457,1.520819927543662,100
5052,Encryption FirstzipAES,4.575092792510986,1.6046411041376907,100
5052,Encryption FirstlzmaAES,9.131901264190674,2.0203226129811456,100
