filesize,test id,average,std,samples
1086844,Compression FirstNoZipNoEnc,0.01989364624023438,0.13995923749730776,100
1086844,Compression FirstNoZipFernet,20.14340877532959,3.543059932232133,100
1086844,Compression FirstNoZipNaCl,9.690756797790527,1.6588430095292563,100
1086844,Compression FirstNoZipAES,45.19300699234009,6.967339723526838,100
1086844,Compression FirstbzipNoEnc,100.55297613143921,23.33024975792067,100
1086844,Compression FirstbzipFernet,109.77996826171875,23.694176212231973,100
1086844,Compression FirstbzipNaCl,109.2992901802063,25.305201020667198,100
1086844,Compression FirstbzipAES,118.54699850082397,26.26992031136158,100
1086844,Compression FirstgzipNoEnc,69.65631484985352,26.125796126496002,100
1086844,Compression FirstgzipFernet,79.26736354827881,26.880624252367028,100
1086844,Compression FirstgzipNaCl,75.02636432647705,25.990489519091106,100
1086844,Compression FirstgzipAES,87.58155822753906,25.993848105667837,100
1086844,Compression FirstzipNoEnc,55.497446060180664,19.10965841011335,100
1086844,Compression FirstzipFernet,66.96938991546631,21.322628391669202,100
1086844,Compression FirstzipNaCl,61.71987533569336,19.660696094804496,100
1086844,Compression FirstzipAES,77.53502607345581,25.31032942951081,100
1086844,Compression FirstlzmaNoEnc,311.8285322189331,76.77068995067324,100
1086844,Compression FirstlzmaFernet,321.5464401245117,78.96466316342624,100
1086844,Compression FirstlzmaNaCl,318.05752754211426,80.09658006576846,100
1086844,Compression FirstlzmaAES,330.54967403411865,81.20959924663305,100
1086844,Encryption FirstNoZipNoEnc,0.05986928939819336,0.23816909620036938,100
1086844,Encryption FirstbzipNoEnc,104.8484992980957,27.236113300392628,100
1086844,Encryption FirstgzipNoEnc,70.32366275787354,27.626538085844263,100
1086844,Encryption FirstzipNoEnc,58.10419797897339,22.195988323927853,100
1086844,Encryption FirstlzmaNoEnc,311.94485902786255,81.53120124000458,100
1086844,Encryption FirstNoZipFernet,20.61342716217041,4.477122240842581,100
1086844,Encryption FirstbzipFernet,191.26971006393433,44.376976926707435,100
1086844,Encryption FirstgzipFernet,89.11273717880249,25.80280292834665,100
1086844,Encryption FirstzipFernet,90.87318420410156,26.713946643258257,100
1086844,Encryption FirstlzmaFernet,354.22937393188477,69.79381702673811,100
1086844,Encryption FirstNoZipNaCl,10.93317985534668,2.421732813562995,100
1086844,Encryption FirstbzipNaCl,168.70858669281006,35.74015999326184,100
1086844,Encryption FirstgzipNaCl,41.592814922332764,12.15655683414306,100
1086844,Encryption FirstzipNaCl,43.55064153671265,14.38386647380757,100
1086844,Encryption FirstlzmaNaCl,207.17548370361328,46.89217728029379,100
1086844,Encryption FirstNoZipAES,44.70196008682251,6.419808068918277,100
1086844,Encryption FirstbzipAES,205.80816268920898,40.83952165606246,100
1086844,Encryption FirstgzipAES,76.50719404220581,16.799866193744954,100
1086844,Encryption FirstzipAES,76.14426612854004,15.431462590781111,100
1086844,Encryption FirstlzmaAES,241.4150071144104,48.24726273617551,100
