source file,source file size (B),encryption algorithm,compression algorithm,order,encryption time (ms),compression time (ms),encrypted and compressed file size (B),decompression time (ms),decryption time (ms),intermediate write time(ms),intermediate read time(ms),final write time(ms),first intermediate size (after first operation) (B),initial characterization - mean,initial characterization - std,initial characterization - max,initial characterization - total keys,after encryption characterization - mean,after encryption characterization - std,after encryption characterization - max,after encryption characterization - total keys,repetition #,total time EXCL. read + write times (ms),total time INCL. read and write times,compression ratio,estimated network time @ 1Mbps (ms),estimated network time @ 5Mbps (ms),estimated network time @ 10Mbps (ms)
10_mb.pdf,11081517,NoEnc,NoZip,Compression First,0.0,0.0,11081517,0.0,1.0251998901367188,8.001089096069336,31.20088577270508,8.012533187866211,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,1.0251998901367188,38.20061683654785,1.0,88652.136,17730.4272,8865.2136
10_mb.pdf,11081517,NoEnc,NoZip,Encryption First,0.0,0.0,11081517,0.9822845458984376,1.007795333862305,21.219253540039062,30.94029426574707,9.002923965454102,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,1.007795333862305,44.13247108459473,1.0,88652.136,17730.4272,8865.2136
10_mb.pdf,11081517,NoEnc,bzip,Compression First,1.0137557983398438,4078.0980587005615,7747044,985.7299327850342,2.0122528076171875,5.044937133789063,17.00758934020996,6.995916366577148,7747077,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,5063.827991485596,5082.817554473877,0.6990959811729748,61976.352,12395.2704,6197.635200000001
10_mb.pdf,11081517,NoEnc,bzip,Encryption First,0.0,3719.82216835022,7747044,1044.0912246704102,1.0547637939453125,5.097627639770508,14.64247703552246,7.11822509765625,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,4763.91339302063,4779.65784072876,0.6990959811729748,61976.352,12395.2704,6197.635200000001
10_mb.pdf,11081517,NoEnc,gzip,Compression First,2.000093460083008,532.2847366333008,9892971,93.8425064086914,1.0151863098144531,6.353616714477539,18.30458641052246,8.006572723388672,9893004,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,590.3551578521729,612.7090454101562,0.8927451900312926,79143.768,15828.7536,7914.3768
10_mb.pdf,11081517,NoEnc,gzip,Encryption First,0.0,641.1011219024658,9892971,91.00627899169922,1.0249614715576172,6.119966506958008,13.584375381469728,10.020971298217772,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,692.4784183502197,714.249849319458,0.8927451900312926,79143.768,15828.7536,7914.3768
10_mb.pdf,11081517,NoEnc,zip,Compression First,1.024484634399414,522.6023197174072,9899157,84.10930633544922,1.9998550415039065,7.102251052856445,26.079893112182617,8.305549621582031,9899190,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,587.0873928070068,615.0989532470703,0.8933034168516819,79193.256,15838.651199999998,7919.325599999999
10_mb.pdf,11081517,NoEnc,zip,Encryption First,0.0,551.4867305755615,9899157,92.210054397583,1.0099411010742188,8.212804794311523,27.283430099487305,8.002281188964844,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,639.8963928222656,663.2306575775146,0.8933034168516819,79193.256,15838.651199999998,7919.325599999999
10_mb.pdf,11081517,NoEnc,lzma,Compression First,2.0089149475097656,1668.0891513824463,1699196,148.482084274292,2.01272964477539,3.160238265991211,10.005950927734377,7.095575332641602,1699229,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,1775.1667499542236,1791.3932800292969,0.1533360459583286,13593.568,2718.7136,1359.3568
10_mb.pdf,11081517,NoEnc,lzma,Encryption First,0.0,1434.7405433654783,1699196,125.65231323242188,1.066446304321289,4.224538803100586,10.035991668701172,8.94784927368164,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,1542.896032333374,1559.0529441833496,0.1533360459583286,13593.568,2718.7136,1359.3568
10_mb.pdf,11081517,Fernet,NoZip,Compression First,165.9226417541504,0.0,14775436,1.1670589447021484,104.64763641357422,9.107112884521484,32.971858978271484,6.004095077514648,11081550,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,271.54088020324707,289.4585132598877,1.3333405525615312,118203.488,23640.697600000003,11820.348800000002
10_mb.pdf,11081517,Fernet,NoZip,Encryption First,113.86489868164062,1.007795333862305,14775436,0.9996891021728516,99.6723175048828,11.05356216430664,28.024911880493164,7.388830184936523,14775469,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,202.73089408874512,232.1164608001709,1.3333405525615312,118203.488,23640.697600000003,11820.348800000002
10_mb.pdf,11081517,Fernet,bzip,Compression First,89.54596519470215,3985.278606414795,10329484,959.1903686523438,71.26712799072266,8.01396369934082,22.012710571289062,8.076190948486328,7747077,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,5083.882808685303,5110.796689987183,0.9321362770097272,82635.872,16527.1744,8263.5872
10_mb.pdf,11081517,Fernet,bzip,Encryption First,141.35241508483887,1664.0653610229492,11160807,1144.5965766906738,112.3192310333252,9.084463119506836,16.69764518737793,7.100582122802734,14775469,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,2690.774440765381,2715.70897102356,1.0071551575474729,89286.456,17857.2912,8928.6456
10_mb.pdf,11081517,Fernet,gzip,Compression First,106.92143440246582,601.2725830078125,13190712,64.67771530151367,93.99151802062988,9.649991989135742,22.205114364624023,8.991241455078125,9893004,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,REMOVED,817.9407119750977,844.9752330780029,1.1903345002313312,105525.696,21105.1392,10552.5696
