filesize,test id,average,std,samples
101128023,Compression FirstbzipFernet,11190.362326800823,1257.50498142266,32
101128023,Compression FirstbzipNaCl,10856.5191924572,1182.3203540239954,32
101128023,Compression FirstbzipAES,12203.07744294405,1382.897842301399,32
101128023,Compression FirstgzipFernet,7471.310220658779,919.87069276999,32
101128023,Compression FirstgzipNaCl,7063.170775771141,821.805867431394,32
101128023,Compression FirstgzipAES,8649.80973303318,1022.4500644341208,32
101128023,Compression FirstzipFernet,6280.916325747967,691.1836940267634,32
101128023,Compression FirstzipNaCl,5993.389382958412,695.5827403772146,32
101128023,Compression FirstzipAES,7575.871832668781,766.0914857851543,32
101128023,Compression FirstlzmaFernet,65370.50563097,7035.577307550218,32
101128023,Compression FirstlzmaNaCl,64360.63678562641,6449.187857372828,32
101128023,Compression FirstlzmaAES,65430.213294923306,6626.080128763939,32
101128023,Encryption FirstbzipFernet,19453.341379761696,2074.0682247596033,32
101128023,Encryption FirstgzipFernet,8108.633928000927,873.3308344811478,32
101128023,Encryption FirstzipFernet,8271.696023643017,845.1104528296696,32
101128023,Encryption FirstlzmaFernet,68232.7618598938,5079.781448562007,32
101128023,Encryption FirstbzipNaCl,20008.56840610504,2549.0124480160525,32
101128023,Encryption FirstgzipNaCl,3442.5196573138237,427.29135929203346,32
101128023,Encryption FirstzipNaCl,3605.0689443945885,471.18323618926667,32
101128023,Encryption FirstlzmaNaCl,39339.04740959406,2830.7677314203875,32
101128023,Encryption FirstbzipAES,24095.633514225483,3392.774605638891,32
101128023,Encryption FirstgzipAES,7862.259648740292,1008.472020554059,32
101128023,Encryption FirstzipAES,7839.56740796566,992.3777559413205,32
101128023,Encryption FirstlzmaAES,43795.32278329134,3203.0339314184544,32
