filesize,test id,average,std,samples
451,Compression FirstNoZipNoEnc,0.029768943786621094,0.17013413967813748,100
451,Compression FirstNoZipFernet,4.893019199371338,2.3895921713753117,100
451,Compression FirstNoZipNaCl,3.9934849739074707,1.218203228853482,100
451,Compression FirstNoZipAES,4.028830528259277,1.4440429731874096,100
451,Compression FirstbzipNoEnc,0.1695084571838379,0.4267642092281177,100
451,Compression FirstbzipFernet,4.233675003051758,1.4315574462810914,100
451,Compression FirstbzipNaCl,3.9754319190979004,1.425417948519787,100
451,Compression FirstbzipAES,3.930530548095703,1.3617214307817591,100
451,Compression FirstgzipNoEnc,0.14788150787353516,0.4060190753011802,100
451,Compression FirstgzipFernet,4.39549446105957,1.4098399492303453,100
451,Compression FirstgzipNaCl,3.80495548248291,1.4992379366886444,100
451,Compression FirstgzipAES,4.221086502075195,1.333883453190588,100
451,Compression FirstzipNoEnc,0.3702402114868164,0.5220900619629254,100
451,Compression FirstzipFernet,4.692502021789551,1.6668985308540378,100
451,Compression FirstzipNaCl,4.022462368011475,1.317409349053175,100
451,Compression FirstzipAES,4.338531494140625,1.6915870315608483,100
451,Compression FirstlzmaNoEnc,3.5268235206604004,0.9692799556792443,100
451,Compression FirstlzmaFernet,8.031840324401855,2.0781248622066846,100
451,Compression FirstlzmaNaCl,7.605395317077637,2.5669142151033095,100
451,Compression FirstlzmaAES,7.406489849090576,1.932775002915735,100
451,Encryption FirstNoZipNoEnc,0.060172080993652344,0.23938930445487486,100
451,Encryption FirstbzipNoEnc,0.18909692764282227,0.41856112005306056,100
451,Encryption FirstgzipNoEnc,0.13020753860473633,0.36689673599736583,100
451,Encryption FirstzipNoEnc,0.3000211715698242,0.5020023170681007,100
451,Encryption FirstlzmaNoEnc,3.3575010299682617,0.9371974615959321,100
451,Encryption FirstNoZipFernet,4.598064422607422,1.3076320000155393,100
451,Encryption FirstbzipFernet,4.403414726257324,1.3101225805292622,100
451,Encryption FirstgzipFernet,4.189667701721191,1.4946707150135785,100
451,Encryption FirstzipFernet,4.5177459716796875,1.4489590396162813,100
451,Encryption FirstlzmaFernet,7.961330413818359,1.8935095683586418,100
451,Encryption FirstNoZipNaCl,3.919508457183838,1.4952420165065954,100
451,Encryption FirstbzipNaCl,4.253606796264648,1.8555494023912302,100
451,Encryption FirstgzipNaCl,4.087677001953125,1.7150852121875262,100
451,Encryption FirstzipNaCl,4.372138977050781,1.4725373232067387,100
451,Encryption FirstlzmaNaCl,7.669343948364258,1.8672051097729063,100
451,Encryption FirstNoZipAES,4.265844821929932,1.3190701236620732,100
451,Encryption FirstbzipAES,4.251692295074463,1.2839676573304761,100
451,Encryption FirstgzipAES,4.069035053253174,1.5298392217022556,100
451,Encryption FirstzipAES,4.619383811950684,1.6703231388097943,100
451,Encryption FirstlzmaAES,7.768974304199219,2.044468855647951,100
